,episode,speaker,lines
0,72,The Adventure Zone,
1,72,Game Master & NPCs, Clint McElroy
2,72,Nadiya Jones, Travis McElroy
3,72,Chris “Remy” Rembrandt, Griffin McElroy
4,72,Irene Baker & Kardala, Justin McElroy
5,72,Episode 72 - Commitment - Part 2,
6,72,(part of TAZscripts on Tumblr),
7,72,[Theme music (The Adventure Zone, Commitment Theme by Griffin McElroy) plays]
8,72,Clint," Welcome back! I am Clint McElroy, your uhh, DM. Your GM. Which is it? GM?"
9,72,Justin, GM.
10,72,Clint," I’m your M. And uh, this is—"
11,72,Griffin, You’re my— You’re just my Master? That’s no good.
12,72,Travis, Nooooo.
13,72,Clint, [crosstalk] I am the master!
14,72,Justin, [crosstalk] Game master.
15,72,Clint, Are you ready to play? Are you ready to jump in on this?
16,72,Justin," Hell yeah I am, Dad. I’m clipping, though, so let me fix that."
17,72,Griffin," He’s not ready to play, ‘cause he’s clipping."
18,72,Justin," Okay, now I’m not clipping, and I’m ready to play."
19,72,Clint, Alright!
20,72,Travis, I was thinking about— and we’ve never done this before but I was thinking about— we should start this episode like this
21,72,Nadiya," Wait, you’re going to make us gods?"
22,72,Travis," Right, so then it, like, picks up—"
23,72,Griffin," [crosstalk] Yeah, picks right up, people love that shit."
24,72,Justin, I’ve never done that.
25,72,Travis," I’m gonna work real hard, by the way to try to come up with a character voice. We’re gonna see how I do."
26,72,Justin, Okay.
27,72,Griffin," I actually— this is like a really super weird coincidence, but I looked it up, and I did a lot of research on it, and it turns out that Remy sounds exactly like I do. [Justin It’s just so…] It’s like really, very very strange."
28,72,Justin," It’s just so difficult to tell when it’s you and when it’s Remy. [Griffin Well, if I—] It’s a challenge—"
29,72,Griffin," Well, if I talk about jumping very high or being on Ninja Warrior, you can assume that that is me embodying Remy, in that moment."
30,72,Justin, That’s fine.
31,72,Griffin, Because I’ve never been on Ninja Warrior and my jumps are pathetic.
32,72,Justin, What— what—
33,72,Clint," And if you talk about spilling coffee on your computer, we’ll know it’s you, Griffin."
34,72,Griffin," Oh my god, it’s everywhere. It got in every hole. Every crack, every plug, every crevice."
35,72,Travis, But tell us about what got on the computer. [Clint laughs]
36,72,Griffin, Jesus.
37,72,Justin," Okay, um. Uh, so let’s do like a smash cut okay? I’ll just kick it off okay, smash cut."
38,72,Irene, You’re going to make us Todds?
39,72,[Travis laughs],
40,72,Potts," No, gods. Gods. With a capital G."
41,72,Remy," That’s good. I— I’m not sure if I wanna be a god, but I definitely don’t want to be a Todd."
42,72,Potts, This is really not a metaphysical discussion. It’s more along the lines of abilities and powers.
43,72,Remy," You were speaking florally. Like, you’re gonna make us super powerful. Not that you’re gonna make us live on a big mountain in the sky. Or… maybe down under the earth, or…"
44,72,Nadiya," I mean, you could— you could have just said that."
45,72,Remy," It was a cool way to button up the conversation, I think."
46,72,Nadiya," I mean, yes. No, definitely."
47,72,Potts, And it obviously failed.
48,72,Nadiya," Well, I mean it— listen, it made an impact, we’re talking about it, aren’t we? But, maybe next time just say “I’m going to perform experiments on you to try to make you more powerful than you are.”"
49,72,Justin," That’s not a very good end of a podcast episode though, to be honest."
50,72,[various murmurs of agreement],
51,72,Griffin," Remy stands there kinda quietly and contemplatively for a while, and he says"
52,72,Remy," Alright, uh. Heat vision then. I guess."
53,72,Irene," Yeah, heat vision for me too."
54,72,Nadiya," Do we— do we get to pick, because I would like to be invisible, please."
55,72,Potts," Uh, no, not really. Uh, it’s kind of a crapshoot. We haven’t done this too many times. I— It’ll all make sense to you tomorrow morning."
56,72,Travis, [timeskip noise]
57,72,[laughter],
58,72,Griffin, Didn’t we just do this—
59,72,Clint, It’s tomorrow morning.
60,72,Griffin, Okay.
61,72,[laughter],
62,72,Clint, You are in the medical wing of the Humanities division of the Berg.
63,72,Travis," Well, are we? Because according to the Roll20 map I’m looking at we are trapped in some kind of demonic hellscape that is Dad’s imagination."
64,72,Griffin," [crosstalk] Holy god, Dad is— I’m looking at this map and, again, Justin’s gonna post hopefully all these to the Twitter account."
65,72,Justin, I don’t even think I could get how good it is [Griffin Yeah.] in a screenshot.
66,72,Griffin, I think Dad might be—
67,72,Justin," Can you zoom out so you can get, like, the full scope—"
68,72,Griffin," [crosstalk] Yeah yeah, there’s a [Justin Aww, there we go.] slider there—"
69,72,Justin," [crosstalk] Okay, okay."
70,72,Griffin, [crosstalk] So capture the whole thing—
71,72,Griffin," Because it’s important, because these are clues ‘cause I think our Dad’s the fucking Zodiac Killer."
72,72,Travis," Uh huh, uh huh."
73,72,[Justin cracks up],
74,72,Justin," I need to make— okay, I can’t make the little icons smaller. I’ll try to get as much of the good stuff as I can, ‘cause it’s like… it’s all so buckwild."
75,72,Griffin," There’s some, I think, objects from Half-Life in here, there’s a—"
