,episode,speaker,lines
32,24,Griffin," Uh, she's yelling 'cause it's super duper loud. Then you hear her yell-"
33,24,Hurley, Damn it!
34,24,Griffin," And as you- you look forward, you see that just a single vehicle, a tri-wheeled almost longboat with these two large black wings sort of splaying off the back, with a single racer, the- the Raven, is really far ahead of you guys. And Hurley shouts,"
35,24,Hurley, I’ll catch up! Just keep everyone else off our tail!
36,24,{3,51}
37,24,Magnus, [loudly] What?
38,24,Hurley," [louder] I’ll catch up, just keep everyone else off our tail!"
39,24,Magnus, [loudly] What about ketchup?
40,24,Griffin," [Amused] Um, no sooner has she said that do-you see a large vehicle approaching from the dust clouds behind you. It is a long bobsled propelled by a single, huge rocket thruster, and it’s manned by four goblins- and they’re all wearing velociraptor masks. Uhh, and three of them are clutching these large, rugged looking spears. On the front of this bobspled- [sic] uh, bobsled- is a large pronged spear, uh, that is currently rocketing towards you so let’s- let’s roll initiative and I’m gonna use your guys rolls for the rest of the- the race and just sort of drop other stuff in as we go."
41,24,Travis, I got 17.
42,24,Griffin, Pretty good roll.
43,24,Travis, Thank you.
44,24,Justin," Can I ask a question, Griffin, before rollin’? A lot of my spells descriptions are specific to, like- they specifically talk about creatures, without mentioning like- like it’s not really... Specific to like vehicles or like we’re doing right now. D- does- Would my spells still work the same, or-"
45,24,Griffin, We’ll just take it- we’ll just take it as it goes like if you- I would say yeah you can fire a magic missile at a car. Can you charm a car? No.
46,24,Travis, Well-
47,24,Griffin," Can you put a car to sleep? No, you can’t. Unless it’s Knight Rider, in which case you probably could."
48,24,Justin, Okay. He probably just has a button for that. 
49,24,Griffin," Yeah, a sleepy-time button."
50,24,Travis, The sleep button.
51,24,Justin, 16. Sixteen is- is Taako’s in-
52,24,Griffin," Oh, by the way, I should’ve mentioned this before, Merle, in front of you is a single big button that last night during the montage, Hurley warned you not to touch. It’s sort of built-"
53,24,Clint, Really?
54,24,Griffin, It’s built into the dashboard directly in front of you.
55,24,Clint," Oh man, and it’s just right there, right?"
56,24,Griffin," It is just right there, yeah."
57,24,Travis, Don’t think about pushing that button.
58,24,Clint, [Groans] Agh.
59,24,Griffin, What did everyone get on their rolls?
60,24,Clint, I got eighteen!
61,24,Justin, Sixteen.
62,24,Travis, Seventeen.
63,24,Griffin, Wow!
64,24,Travis," We’re just like, super good at rolling."
65,24,Griffin," Okay, [sound of dice rolling] Umm, Merle, you’re up first. One thing I’ll tell you guys that may come in handy, is- is that you can delay your turn and sort of, drop yourself into the order however you want. Um, not that you have to do that, Merle, it’s just an option. Uh, so this car is about twenty feet behind your guys’ wagon and by car, I mean bobsled. Holy shit, I’m going to have to be really good about that."
66,24,Travis, Okay so-- we gotta stop Team Jamaica.
67,24,Clint," [laughs] Okay, alright. I am going to cast “Enhance Ability.”"
68,24,Griffin, Interesting!
69,24,Clint, Yeah. I’m gonna cast it on… Magnus.
70,24,Griffin, What does this do?
71,24,Clint," “You touch a creature and bestow upon it a magical enhancement. You get to choose Bear’s Endurance, Bull’s Strength...”  I’m gonna actually cast ‘Bull’s Strength’."
72,24,Griffin, [laughs] I bet you- Magnus wishes you’d cast ‘Bear’s Endurance’ because he is a bear.
73,24,Travis," I’ll take ‘Bear’s Strength.’ That’s what I’m going with, in my head."
74,24,Clint, Alright I’ll go with ‘Bear’s Endurance.’
75,24,Griffin, [crosstalk] Wait- Wait what do they do?
76,24,Travis, [crosstalk] What do they do?
77,24,Griffin, Yeah.
78,24,Clint, Uh.. I have to look on page 237 to tell you that.
79,24,[Griffin laughs hysterically],
80,24,Travis," Oh no! You ran into the yeti in the cave, start over."
81,24,Griffin," This has-- This has been [pause] the DnD Player’s Handbook audio book. [Travis laughs] Hosted by, Clint McElroy."
82,24,Justin," What’s it called, what’s the spell called, Dad?"
83,24,Clint, It’s called Enhance Ability.
84,24,Griffin," It’s called “Enhands.” And what it does is, it takes your member, and it stretches it out like taffy."
85,24,Travis, Don’t put your member in someone’s hands!
86,24,Griffin," No, it’s like a taffy stretching machine."
87,24,Travis, Oh.
88,24,Clint, Okay. Uhhh.. okay “Bear’s Endurance The target has Advantage on Constitution checks.”
89,24,Griffin, That’s probably not gonna happen.
90,24,Clint, Alright then. “The target has Advantage on Strength checks--”
91,24,Travis, Yup.
92,24,Griffin, [muttering] That probably would be helpful.
93,24,Clint, “And his or her carrying capacity doubles.” 
94,24,Griffin, Mmkay. So you can carry-
95,24,Travis, I pick up the car! [Griffin laughs]
96,24,Clint, So I give him Advantage-- I give him Advantage on Strength.
97,24,Griffin," Okay! Uhhh… Cool. You grab onto Magnus’ ankle, who I imagine--"
98,24,Clint," I’m really gettin’ this cleric shit, aren’t I?"
99,24,Griffin," Yeah you’re doin’ good! Uh, you- you grab onto Magnus’ ankle, he seems somewhat startled, but then he seems energized. His- his muscles just glisten in the, the hot Goldcliff sun."
100,24,Clint, Eugh.
101,24,Travis, I fully rock out.
102,24,Griffin, What do you-- what do you mean by that?
103,24,Travis," Like The Rock, he’s a-"
104,24,Griffin, What?
105,24,Travis," He’s a big, burly man."
106,24,Griffin," Oh, I see, I see, I see, I see, I see, Yes, okay. His eyebrows grow three sizes and move upwards on his face about a half a foot. He’s got a lot of face. Uh, okay! Next in the order are the goblins. The first goblin, the driver goblin is not going to do anything. He’s just going to sorta driving the car. He is not really moving fast enough to catch up to ram you guys with that big gnarly looking spear on the front of the bobsled. The goblin behind him is going to run up the front of the car and try to leap onto the back of your guys’ battle wagon. [Dice roll] Uh, he made a twenty four athletics so, he-"
107,24,Travis, Woof.
108,24,Griffin," -effortlessly jumps. Uh, and as he is coming down, he is going to make an attack roll against Magnus."
109,24,Travis, Okay.
110,24,Griffin," Uh, he rolls a fifteen versus AC."
111,24,Travis, That is not good enough and I am going to use-
112,24,Griffin, Oh shit.
113,24,Travis," Um, when a creature misses you with a melee attack, you can use your reaction to expend one superiority die to make a melee weapon attack against the creature. If you hit, you add superiority dice to the attack’s damage. I’m going to use Phantom Fist and push him backwards."
114,24,Griffin, Okay.
115,24,Clint," Push him back, push him back, waaayy back!"
116,24,Travis," So, that’s nineteen plus seven, twenty six."
117,24,Griffin," Okay, this guy leaps off the front of his bobsled, with a pretty enormous horizontal leap; just brings this spear down on you with one hand, but you effortlessly, like the water, sort of move out of the way of it and greet his jump with a Shoryuken uppercut, that sends him flying backwards and underneath of the bobsled that he just jumped out of-"
118,24,Travis, [crosstalk] And everyone on the goblin cart just kinda starts crying.
119,24,Griffin, They look a little bit grim. The two goblins behind him are going to throw spears at you.
120,24,Travis, Okay.
121,24,Griffin, First one rolls... a 19.
122,24,Travis," Uhh, oh shit, just hits."
123,24,Griffin," And the second one, [dice rolling] rolls a 12, not gonna do it."
124,24,Travis," Not gonna do it. And I also just remembered I have Fletcher's fist. It's still a miss, but I'm very excited about my Fletcher's Mitt."
125,24,Griffin," Oh yeah, I forget what that does."
126,24,Travis, +1 AC vs ranged.
127,24,{10,45}
128,24,Griffin," Oh yeah. Uh, you take, fiiive... [dice rolling], teeeen- 14 points of damage from that spear."
129,24,Travis," Uuh, is it worth it to use another one and use, uh, my-"
130,24,Griffin," I'm going to say just in the interest of moving things forward, no."
131,24,Travis, No? Okay. So I take fourteen?
132,24,Griffin," 14 points of damage. Uhh, and that is it for the gerblins, next up is Magnus."
133,24,Travis, Cool.
134,24,Griffin," You are strapped into this railing, these two railings going across the top of the car, you’ve just offed one gerblin."
135,24,Travis," Okay, I- I’m going to aim an arrow at another gerblin."
136,24,Griffin," Okay, which one? The driver or one of the two spear-throwers?"
137,24,Travis, The driver.
138,24,Griffin, Okay.
139,24,Travis," [dice roll] That's probably not gonna hit, that's a twelve?"
140,24,Griffin," Yeah, that's not gonna do it. You fire an arrow at the driver of the car, but it sort of just bounces off the- he's got like a little- a wittle windshield that it just kinda glances off of. Um, next in the order is... Taako."
141,24,Justin," Something's unclear to me. Are these like encounters that we need to, like, defeat these people or is there a chance we can just go faster than them, like what, cuz we're not involved at the racing aspect of it?"
142,24,Griffin," [crosstalk] You're not involved at the speed- yeah don't worry about the speed part of it. Unless you can like figure out a way to slow their car down, like you can affect it that way, but you're not gonna be able to make your car go faster."
143,24,Justin," Okay, got it. Um, what are- what are the wheels of this thing looking like?"
144,24,Griffin," There are no wheels, it just got these two sort of rails underneath it, and it has this gigantic engine thruster behind it."
145,24,Justin, Okay.
146,24,Griffin," Like a-- it’s almost like a-- it's almost like a rocket, like one of those land speed setting rockets. And it's got a big ol' spear on the front of it."
147,24,Justin, Oh is it like a rocket?
148,24,Griffin," Kind of, yeah."
149,24,Justin, Is it bobsled shaped?
150,24,Griffin," Yeah it's a bobsled-like, there, there was a row of four dudes inside of it like a bobsled."
151,24,Justin, Okay.
152,24,Griffin, Yeah.
153,24,Justin, How much would you guess it weighs?
154,24,Griffin," [laughs] I don't know, Justin, maybe like a ton? Like a- naw, half a ton? Maybe half a ton?"
155,24,Justin," Half a ton? Maybe even half of that, if you think about it."
156,24,Travis," Yeah I would say that's like, 500 pounds."
157,24,Justin, 400- 499 maybe even.
158,24,Clint," Well, cuz they have to have- they have to be light for the speed."
159,24,Justin," Yeah, well that's-that’s my point dad."
160,24,Clint, In the chicanes.
161,24,Griffin," Well I guess it would be f- fiberglass, we’ll say 499."
162,24,Justin," 499. Okay, I cast levitate."
163,24,[Clint laughs],
164,24,Griffin, Okay.
165,24,Justin, On the bobsled.
166,24,Griffin," Okay, so what is the, okay. Alright. So what does that mean. That well- no no no, cuz you can- they have to resist. They can- an enemy resists being levitated, right?"
167,24,Justin, I'm not- I’m not levitating them; I'm levitating their sled.
168,24,Griffin," Okay, yeah well you got me there."
169,24,Justin, If you can tell me how a sled resists levitation...
170,24,Griffin," No, you got a great point. Um, so what does that mean?"
171,24,Justin," Uh, okay so... you don't know what levitate means?"
172,24,Griffin," No the spell, what does it mean? I'm trying to figure out what this is gonna do to this bobsled."
173,24,Justin," Okay right so, ""One creature or object of my choice that I can see within range, rises vertically up to 20 feet, and remains suspended there for the duration. This spell can levitate a target that weights up to 500 lbs. An unwilling creature, blah blah blah blah blah."""
174,24,Griffin, Okay.
175,24,Justin," ""A target can move only by pushing or pulling against a fixed object or surface within reach, which allows it to move as if it were climbing. You can change the targeted altitude by up to 20 ft or the direction on your turn. If you’re the target, you can move up or down as a part of your move."" So, I'm going to levitate it, but I'm going to change the direction of the front of the vehicle, so it's just going up."
176,24,Griffin," You can do that, you can choose which part, of-"
177,24,Justin," Uh, well I can change the target's altitude by up to 20 ft, so it's just the-"
178,24,Griffin," [crosstalk] Yeah, yeah it's just the altitude. Okay here's- here’s how we're going to resolve this, 'cus I love it. Uuh, you levitate this bobsled, with its three riders inside of it. And it- it comes off the ground. And you see the driver start to like try and twist the wheel around, but it’s just sort of changing the sort of slant of the rails underneath of the car. And everybody inside starts to panic. One of the spear thrower raptors just jumps off the back. And you see his bubble, this bright blue bubble surround him as he disappears into the dust. And the- the bobsled is actually picking up speed, because it doesn't have any friction sort of stopping it anymore? Um, and the spear on the front of the car sort of leaves a supervic-- superficial gash in the, uh, in the rear of your battlewagon, very narrowly missing Magnus. As it sort of digs into that pivot point, though, the car just starts flipping and spinning wildly, and you see it disappear into the dust, throwing both of its riders, uh, into, into the storm."
179,24,Justin, Cool.
180,24,Travis, That’s- that’s- that was pretty hot. I liked that a lot.
181,24,Clint, So the whole killing embargo is more or less over?
182,24,Travis," No it's- 'Ay, no holds barred on the racetrack."
183,24,Justin," No they have the- they have the safety harnesses, just like us, right? They’ll be fine."
184,24,Griffin," Yeah, everyone's got a safety harness."
185,24,Clint, [makes bounce noises]
186,24,Travis, It’s game day.
187,24,[general bounce noises],
188,24,Justin," It's game day, son."
189,24,[laughter],
190,24,Griffin, Hurley- Hurley looks backwards at the scene when she hears the- the car get run into and goes
191,24,Hurley, [shouting] That was TIGHT!
192,24,Griffin, and uh-
193,24,Magnus, WHAT?
194,24,Griffin," -Shifts gears and uh, moves forward even faster. Um, uh, you handled that in a very unexpected way. Uh, uh, you guys get about... [blows a raspberry] 30 seconds of sort of silence, as you’re moving faster. Not- not complete silence, you hear a horn blast [horn sound] -as you send the rocket bobsled spinning off into the air. That was the sixth horn. Um, and you get a little bit of dead time, until you hear this- this grinding, roaring sound coming to sort of back, and to the right of you. And out of the dust storm behind you, you see another vehicle come through. And- and before you actually see it, you see its shadow, and it's towering. It's- it’s gigantic. It's like, it's like 40 feet tall. And as it sort of makes its way out of the dust storm, you see it almost like, a single giant wheel. Like a giant wooden water wheel, almost, with these big iron rivets in it. And inside of the wheel is this static, circular chamber, and inside of that chamber are two pilots. Uh, they are these really stout looking dwarves, and they're wearing gerbil masks."
195,24,[Clint loses it],
196,24,Griffin," And uh, they-a, they..."
197,24,Clint, [crosstalk] And they're running like crazy!
198,24,Griffin," No they're not, they're not running, they're just sort of, they’re just sort of driving it. But you do get the right idea and I appreciate that."
199,24,[Clint still laughing],
200,24,Griffin," Uh, and they pull up-"
201,24,Travis, [crosstalk] What’s it made out of?
202,24,Griffin," Uh, it’s made out of wood and these biiig iron rivets."
203,24,Travis, Great.
204,24,Griffin, Not tree wood.
205,24,Travis," Aw, dammit."
206,24,Griffin," I’ve explained this to you before. It only works on trees, not all wood forever."
207,24,Travis, All wood was trees.
208,24,Griffin," That’s - I can’t argue with that. [dice rolling] And they are going to roll initiative. Uh, who was the last person to go?"
209,24,Travis," [crosstalk] Uh, the goblins."
210,24,Justin, [crosstalk] It was me.
211,24,"Justin, Travis", It was Taako.
212,24,Griffin," Cool. First in the order is Merle. Uhm, Merle, so far the car is roughly undamaged? There’s a bit of a gash in the- in the back of the car, um-"
213,24,Travis, [crosstalk] Magnus just licks his thumb and rubs it out. And it goes away.
214,24,Griffin," -Uh, you’ve got, you’ve got four charges left on your Adamant Spanner that you can use to heal the car."
215,24,Clint, Okay. Um-
216,24,Griffin, But you don’t have to do that. You can do whatever you want.
217,24,Clint, Okay.
218,24,Griffin," Uh, the wheel is-- the wheel is to your right, and it’s about- it’s actually about a pretty good distance away. It’s about- it’s about 30 yards away."
219,24,[pause],
220,24,Clint, I wanna cast Healing Word on Magnus.
221,24,Griffin, Okay.
222,24,Travis, Cool!
223,24,Clint," Um - so, I roll a d4 and I add my spellcasting. [quietly, to Justin] Do you have your d4?"
224,24,Justin, It’s the pyramid.
225,24,[dice rolling],
226,24,Clint," Uh, okay. Uh, 4."
227,24,Justin, Nice!
228,24,Clint," And I add 6 to that, so that gives Trav 10 points of healing."
229,24,Travis, I love that.
230,24,Clint," And I do it with a sage look in my eye and a little glint, and then I give him a Werther’s."
231,24,[laughter],
232,24,Justin, What uh-
233,24,Griffin, [crosstalk] Okay.
234,24,Justin, What uh - this is a level of competent and responsible play I’m not used to from this group.
235,24,Griffin, [crosstalk] [laughs] I know!
236,24,Clint, Oh don’t worry!
237,24,Travis, We’re doing like - good?
238,24,Clint, [crosstalk] We’ll work our way out of it.
239,24,Griffin, Uh- alright-
240,24,Travis, [crosstalk] Don’t jinx it.
241,24,Griffin, Next in the order is Magnus.
242,24,Travis," Okay. So, at this point - I think I’m just gonna ready an action and just be ready to like, repel boarders. So just like, ready a Phantom Fist attack-"
243,24,Griffin, Okay!
244,24,Travis, - if somebody jumps on.
245,24,Griffin," Yeah, you can do that. Uh, next in the order is the pilots of the wheel. The Wheel-"
246,24,Clint, [laughs] Sounds like a Robert Jordan book.
247,24,Griffin," It does kind of! You guys see The Wheel start to change directions, and it’s-- it changes directions much faster than you thought something of that size could possibly do. And it rolls directly toward your battle wagon, and then it rolls over it."
248,24,Justin, Oh.
249,24,Griffin," So Magnus and Taako, uhh, it sort of rolls directly over, uh, sort of, the back of the, the- the roof. So you two are gonna need to make dexterity saving throws."
250,24,[dice rolling],
251,24,Travis, [softly] Okay.
252,24,Justin, [softly] Oh! [louder] 20!
253,24,Griffin," 20 - Okay, uh, Taako you duck down in the back seat."
254,24,Justin, ‘Kay.
255,24,Travis, I rolled an 18.
256,24,Griffin," An 18, okay. You leap backwards and the straps on your harness catch you on the back of the rails - you’re sort of leaning at like a 45 degree angle over the open road, as this wheel rolls over the battle wagon and just sort of crumples the roof right down. "
257,24,Clint," Okay, and, uh, I’m, I’m- I’m serious, help me visualize this- They’re rolling across us?"
258,24,Griffin, [crosstalk] Yes they’re sort of rolling-
259,24,Clint," - In the middle, or over the, over the, over the-"
260,24,Justin," Like, vertically? Or-"
261,24,Griffin," Oh, they’re sort of cutting a line sort of horizontally across the middle of the car."
262,24,Justin," [crosstalk] Okay, okay."
263,24,Griffin," Sort of crumpling the- the uh, almost exactly where Taako’s, uh, little hidey hole was? It just sort of rolls right over that-"
264,24,Travis," Griffin, I would like to use my readied action."
265,24,Griffin," Uh, okay. This is a gigantic wheel, it’s not gonna do-"
266,24,Travis," No, no I gotchu. Can I - can I switch out my readied action and use, like, a different action?"
267,24,Griffin," No, no you can’t. Once you - once you- you can’t-"
268,24,Travis, [crosstalk] Aww.
269,24,Griffin," So Taako, you, you are-"
270,24,Travis, [crosstalk] So nevermind.
271,24,Griffin," Uh, you are gonna have - Taako, you’re gonna have disadvantage on any ranged attacks you make while your little hidey hole is- is crumpled down."
272,24,Justin, Okay.
273,24,Griffin," But you’re not really gonna be able to, like, get out of it."
274,24,Justin, But I can’t- Okay.
275,24,Griffin," And the wheel rolls completely over your car, uh, you hear Hurley yell an expletive from the front seat, and now it sort of steadies itself about 30 meters to your left. Or no, it’s actually a little bit closer, a little bit closer- It’s about-"
276,24,Clint, What was the expletive?
277,24,Griffin," -It’s about 35- or 30 feet to your left. The expletive was “shit!”, Dad."
278,24,Clint," Okay. Okay, that’s kinda her go-to word."
279,24,Griffin," Yeah. Uhhhh, it is very good that the two of you dodged that. Next in the order is, uhhh, Taako. Taako, you are sort of in the backseat, your- your hole, your hidey hole is uh, is in a state of disarray, ummm, and it is your turn."
280,24,Justin," So- you said that, like, ranged attacks - but like- "
281,24,Griffin," Anything you have to make a ranged attack roll on, is gonna have disadvantage."
282,24,Justin, Okay.
283,24,Griffin," Uh, the wheel I’m going to go ahead and tell you, is much much heavier than the bobsled, so- if-"
284,24,Justin," Like, like if- you had to make a saving throw, but it’s just a saving throw it’s-"
285,24,Griffin, Yeah that’s not an attack.
286,24,Justin," Okay, great- I’m gonna cast Crown of Madness on-"
287,24,Griffin, [crosstalk] What?
288,24,Justin, -whichever one is not obviously steering the vehicle.
289,24,Griffin," Uh, okay- I mean-- they, they, I don’t wanna-"
290,24,Justin, Are they working in tandem?
291,24,Griffin," Yeah, it’s almost like a, uh, Pacific Rim style thing-"
292,24,Justin," Okay, then the one on the lay-eft."
293,24,Griffin, ...Okay.
294,24,[laughter],
295,24,Griffin, What does that mean?
296,24,Justin," Well, [chuckles] what Crown of Madness does- this is good. The Crown of Madness does, is- um, uh, first off it puts a, uh, twisted uh, crown of jagged iron across his head-"
297,24,Griffin, [crosstalk] Holy shhit! This is some Hellraiser stuff!
298,24,Justin, And uh - Yeah some brutal stuff.
299,24,[Travis laughs],
300,24,Justin," Um, and - [reading from book] what-- the charmed target must use its action before moving on each of its turns to make a melee attack against a creature other than itself that I mentally choose. So I’m gonna cast it on one of them."
301,24,Griffin, And have them attack the other one?
302,24,Justin, Yeah.
303,24,Griffin, Okay!
304,24,Travis, Hhhuhdope.
305,24,Griffin," Uh, and I roll to save against this, right?"
306,24,Justin," Yeah, and it’s a wisdom one."
307,24,Griffin," Wisdom, okay. Well lemme come up with an imaginary- Well I’ll roll a-"
308,24,Clint, How smart- how smart can gerbils be?
309,24,Justin," Right? I mean, I’d figure they’d be stupes. Wicked stupes."
310,24,[dice rolling],
311,24,Griffin, Well it’s plus 1-
312,24,Justin, Okay.
313,24,[dice rolling],
314,24,Griffin," Uh, 13!"
315,24,Justin, Okay.
316,24,Griffin, What’s your spellcasting saving throw? It’s- 8 plus your spellcasting modifier.
317,24,Justin," Ummm, my spellcasting modifier iiiiis-"
318,24,Travis," 6, right?"
319,24,Justin, It’s 5- plus 5.
320,24,Griffin," With the plus 1 umbrella it’s plus 6, yeah. Okay- yeah! You see the– the gerbil in the back horrifyingly, cause it’s a fucking gerbil, you see this barbed wire crown just sort of appear on its head. Uhhh, and the–the wheel starts to wobble a lil bit."
321,24,Clint," The Wheel wobbles, but it won’t fall down! "
322,24,Griffin," Uhhh- next in the order is, uh, Merle. Uhh, Merle, it is your turn."
323,24,Clint," Yeah, I’ve got– I’ve got to use one of the charges on the uh, the Spanner of Adam Ant. So, uh..."
324,24,[Justin giggling],
325,24,Griffin," Okay, you uh-"
326,24,Clint," [singing] Goody two, goody two, goody goody two shoes!"
327,24,Justin, It makes that noise- I can’t believe this thing makes that noise when you use it!
328,24,[laughter],
329,24,Griffin," You- you lean out the passenger side window, and sort of bring the mace down on top of the car and-"
330,24,Clint," Wait, can I, can I say-"
331,24,Griffin, [crosstalk] Yeah say stuff. 
332,24,Clint, -Say some exciting dialogue or something?
333,24,Griffin," Yeah, yeah!"
334,24,Clint," Uh, uhh - Say…. [loudly] ACE IS THE PLACE WITH THE HELPFUL HARDWARE MAN! Crrang!"
335,24,[Travis cracks up],
336,24,Travis, This week's episode is brought to you by Ace.
337,24,Griffin," Apparently. You bring it down on top of the car, kabong, and magically, the car just sort of– the roof just sort of pops itself out. It just kinda pops itself back into place. And weirdly, like, the roof is now waxed, it’s, like, shining in the sun. Although that doesn’t last very long, because you’re in a dust storm."
338,24,Clint," Okay, and also, what about the little rend in the back? Did it fix that too?"
339,24,Griffin, Nope! Just fixed the- the roof. So you get the-
340,24,Travis, [crosstalk] Fixes whatever the repair.
341,24,Griffin, So you get the idea that maybe it doesn’t fix the whole car? It just fixes whatever you are sort of targeting.
342,24,Clint, Gotcha.
343,24,Griffin, Next in the order is Magnus.
344,24,Travis, Great. So the wheel still hasn’t fallen over yet?
345,24,Griffin," No, although it’s lookin’- it is lookin’ a lil bit shaky. It’s lookin’ a lil bit shaky."
346,24,Travis, And how close is it to me?
347,24,Griffin," Uhhh, it’s about 35 feet to your left."
348,24,Taako, I wouldn’t expend any energy on it. I mean it-
349,24,Griffin," [crosstalk] I mean the gerbils are next, so-"
350,24,Taako," Yeah, and it’s not gonna go great for them."
351,24,[Clint laughs],
352,24,Griffin," You can also delay your turn Trav, if you wanna wait."
353,24,Travis," I feel ya, um. I- so I- What I’m gonna do is not attack that thing, um, but what I am going to do for future use is tie my rope to my crowbar. And like that’s my action for this turn-"
354,24,Griffin," Wait, what are you doing?"
355,24,Travis," I’ve got a crowbar, I’ve got a rope, and I’m gonna tie a rope to that crowbar."
356,24,Griffin, [amused] You’re making your own makeshift grappling hook?
357,24,Travis," Yeah! And I’m just gonna, like, leave it at that."
358,24,Griffin," Okay. Alright, I’m into it."
359,24,Taako, Hell yeah!
360,24,Merle, Yeah! Mad Magnus!
361,24,Griffin," Uhh, next is The Wheel’s turn. But, before the Wheel even goes, another vehicle pulls out of the dust storm immediately behind you."
362,24,Clint, Shhhhh- Dookie!
363,24,Griffin," Uhh, and this one almost looks - it looks similar to yours, not nearly as heavily armored or lovingly tuned, but it is driven by two riders, and they are wearing - what’re they wearing? Dolphin masks! You hear them- [imitates dolphin noises]"
364,24,Travis," Wait. They’re not actual dolphins, though, right?"
365,24,Griffin," No, but that’s just their warcry. Uh, and they just-"
366,24,Clint, [crosstalk] Just like you’re not an actual bear!
367,24,Travis, [crosstalk] What?
368,24,Griffin," Oh god. Uh, you see two large ship cannons sort of pop out to either side of them, and uhh, they get pretty close behind you- but first The Wheel goes! Uh, and the rider in the back, the back gerbil, is going to attack the front gerbil."
369,24,[rolls dice] ,
370,24,Griffin," And he crits! [Griffin sniff-laughs] He crits. So you see the back gerbil reach down and take a, uh, a little hammer and just... sort of brain, uh, the driver in front of him."
371,24,"[Justin, Clint, and Travis giggling]",
372,24,[Travis makes ‘ding ding ding!’ noises while Clint laughs],
373,24,Griffin," Uh, and The Wheel, to your left starts to wobble, it starts to lose its balance pretty dramatically and it starts to turn towards you. As it does wobble, uh, and just as it looks like it’s about to crush you, it falls entirely on its side, crushing and destroying the dolphin-mobile that was chasing you."
374,24,[yelled laughter and clapping],
375,24,Travis, Yay!
376,24,Griffin, And you hear- and you hear- [2 foghorn sounds] - Come from the pylons around you.
377,24,Travis, So that’s 8?
378,24,Griffin, Lemme do a count. That was 2… 5…
379,24,Clint," Yes, 8 down."
380,24,Griffin," Yep, that’s 8."
381,24,Clint, So only 6 left.
382,24,Griffin," No, 16 total, including you."
383,24,Clint, Oh! Okay. So 7 left.
384,24,Griffin, Alright.
385,24,Clint, Gerbil-cide! How cool was that?
386,24,{28,57-3605 - Commercial break}
