,episode,speaker,lines
0,68,The Adventure Zone,
1,68,Dungeon Master & NPCs, Griffin McElroy
2,68,Magnus Burnsides, Travis McElroy
3,68,Merle Highchurch, Clint McElroy
4,68,Taako Taaco, Justin McElroy
5,68,"Episode 68 - Story and Song - Finale, Part Two",
6,68,(part of TAZscripts on Tumblr),
7,68,Griffin," Previously, on the Adventure Zone"
8,68,"So yeah, Magnus, actually the Royal Bear does want to spend some time with you. He has like taken a particular fondness [crosstalk] with you.",
9,68,Travis, [crosstalk] Sick.
10,68,Griffin, And I think you spend a few months training with it.
11,68,"The moment you eat this meal, a bond is created. Imagine a long thread with one end tied around you and another tied around a person, or a moment. And you feel it now because there’s so much power in it, Taako.",
12,68,"--Your magic comes from Pan and Pan’s gone, Pan’s not with you, Pan’s not connected to you anymore, so your ta— like, the source for your magic that you tap, is now gone. And until further notice, Merle is completely disconnected from his divine source.",
13,68,Lup," Now, Lucretia, I need you to please stop conjuring up that barrier, alright? ‘Cause it’s gonna be the end of the world."
14,68,Lucretia," I can’t. There’s nothing you can say that’s gonna make me stop this. I’m gonna save us all, I-I promise."
15,68,Griffin," Lucretia’s bubble goes completely opaque, and then suddenly Lucretia’s gone. And miles away to the north, the south, the east, and the west, you see them. The Four Judges, towering twenty stories tall."
16,68,Lup, I think I know how we can get some reinforcements and turn this whole thing around.
17,68,Griffin," And she floats backwards and plummets off the side of the Bureau, diving towards Phandalin below."
18,68,Taako, I’ve got magic powers.
19,68,Justin, And then I [laughing] jump off and cast Levitate on myself.
20,68,Magnus, Was that supposed to be a big reveal?
21,68,Griffin," And you don’t seem to be standing in any kind of discernible room, rather in every direction there are just rippling walls of the same black opal material that makes up the Hunger. And suddenly, there’s John. But now he’s torn and cracked. He pulls out the chair on his side of the table and he says,"
22,68,John," Hi, Merle, got a minute?"
23,68,Griffin," The lights inside of Fisher’s bell begin swirling. This bright blue light surrounds his tendrils and starts coursing out of his body entirely. And the baby Voidfish seeing this, it starts to change too. Its entire body is surrounded in bright green light. And then we see the blue stream of light followed by the green emerging from the Bureau’s headquarters, spreading ever outwards to the world and worlds outside."
24,68,Announcer, Did you see them? Did you see the lights above? It’s time to play your part in The Adventure Zone!
25,68,[THEME MUSIC," ""Déjà Vu"" by Mort Garson (full song on YouTube)]"
26,68,{2,57}
27,68,[Besieged plays],
28,68,Griffin," We see Neverwinter besieged and burning. The citizens of this — the largest city in the world — take shelter in homes, shops, and taverns, as an enemy they cannot see tears their town apart. Flames roar unchecked through the financial district. We see Lord Artemis Sterling, still exhausted from his trip through Wonderland, in his estate overlooking the whole of Neverwinter. Several advisors are barking panicked commands to their young leader. Sterling grits his teeth in disbelief of the day he’s having."
29,68,"We see Neverwinter’s Blue Lake district, home to Chaos Stadium, where Battle Fest competitors come to spar for fame and riches. But today, Chaos Stadium is a makeshift fortress against the apocalypse. A match had just ended when the Hunger arrived, and now fighter and spectator alike are trapped inside the stadium lobby, where they work frantically to board up the doors and windows inside.",
30,68,"Klaarg is there, still in his Moonbeam outfit. And he’s with his entire Bugbear family who he reconnected with after your last encounter. This was their first time in Neverwinter. Klaarg was nervous about their first visit. None of them expected this.",
31,68,"Graham, the Juicy Wizard, is there. He’s wearing a recently purchased t-shirt promoting his friend and favorite fighter, Jess the Beheader. And Jess is there too, leading the civilians and barricading the front door, which is rattling furiously as the shadows outside pound against it. And though it’s loud outside, it’s quiet in here. Nobody’s yelling or crying. It’s almost as if everyone thinks they could simply hide from the apocalypse. ",
32,68,"But the silence is broken with a chorus of gasps, as a stream of green light, and then a stream of blue, passes through the room. As the green light passes through them, their minds are instantly filled with an impossible story. It’s a story about seven travelers who leave their home and fight bravely for a century against the darkness, against the same menace that is attacking them now. It’s a story about the hardships those seven faced those one hundred years. About the deaths they bravely endured as they worked to understand their foe. ",
33,68,"They know everything that Lucretia wrote in her journal, the journal the younger Voidfish consumed and is now broadcasting to the world. Those words, her words, are passing through them now. And through the cracks in the walls, they realize they can finally see the forces assaulting their city. And for a moment, they’re afraid.",
34,68,And then the blue light touches them. And they all hear a song.,
35,68,{5,50}
36,68,[Voidfish (Plural) by Rachel Rose Mitchell starts playing],
37,68,Griffin," And the fear is gone. The people in the room look at one another wordlessly as if to ask, Did you hear...?, Did we all just hear…? And then there’s a pound, and another pound at the door. And their eyes turn as one to the battle waiting for them outside. And they look at one another again, no words, just an acknowledgement."
38,68,It’s time to stop hiding. ,
39,68,"They move with purpose now, and courage, and conviction, as every single person in this room gathers chairs, torches, broken bottles, and any other makeshift weapons they can get their hands on. In seconds, they arrange themselves into fighting units with tactical precision. The Bugbears step to the front of the pack, Jess nods at Graham, Graham smiles and grips his staff, and the doors smash apart.",
40,68,And the world starts fighting back.,
41,68,[Music plays out],
42,68,{7,22}
43,68,Griffin," Magnus, you’re in the Voidfish’s chambers, only, the Voidfish are both gone. They filled this chamber with that light, that passed through the walls and dispersed through reality. And though you never saw that phenomenon first hand back at The Conservatory, this feeling is familiar. You know that the world knows now. Knows everything that was in Lucretia’s journals. And you’re shaken from that realization by a loud rumble back up on the surface of the Moon Base."
44,68,Travis, Wait are— wait are Fisher and Junior okay?
45,68,Griffin," They’re just, they’re just gone. After sort of spreading their messages throughout the world, um, they— they are not here anymore."
46,68,Travis, [Distressed] Are they okay?!
47,68,Griffin," Um, [smiling] maybe we’ll find out later in the finale."
48,68,Travis, Okay.
49,68,Griffin," There’s a loud rumble back on the surface of the base, and you hear, even though like you are sort of deep inside the base, you can hear the sound of a battle happening back upstairs."
50,68,Travis," Okay, I use my teleportation magic to get back up there."
51,68,Griffin," You use the elevator, did you say? ‘Cause the Skype call broke up."
52,68,Travis, [Pause] Yes.
53,68,Griffin," Alright, you hop back up in the elevator."
54,68,Travis, [humming “Girl from Ipanema”] Doo doo doo. Doo doo doo. 
55,68,Griffin," And as this battle is raging, like the walls of the elevator car are shaking a bit making that light and music flicker a little bit, but it reaches back up to the top of the base, and you come out of this- this dome. And you see Carey, Killian, and N0-3113 putting the finishing touches on a handful of shadows. And they’re making short work of them, they’re just executing these practiced trio attacks flawlessly."
56,68,"And after finishing them off, Carey runs up to you, Magnus, and says um",
57,68,Carey," What’s up, space man?!"
58,68,Magnus," [smiling] N— nothing much, lizard."
59,68,Carey," I’m still working out the details of what I just sort of experienced, but I can’t believe I’ve been buddies with an alien this whole time."
60,68,Magnus, Maybe you’re the alien and I’m the regular person.
61,68,Carey," No, that’s not how it went."
